T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
25.87,0.11,0.24,94.47,74.12,57.98,6.46,0.04,0.2,66.1
22.24,0.11,0.35,94.79,94.62,44.38,6.05,0.07,0.33,100.62
23.65,0.15,0.6,94.82,88.19,85.83,12.32,0.26,1.3,205.65
24.79,0.15,0.73,94.82,80.62,107.1,15.77,0.47,2.48,299.1
25.55,0.11,0.82,94.79,73.62,237.55,32.99,1.12,5.65,369.77
26.17,0.08,0.8,94.73,72.31,258.42,36.23,1.34,6.73,411.5
27.08,0.08,0.78,94.68,67.5,232.23,32.66,1.22,6.23,413.15
27.71,0.09,0.71,94.6,64.5,256.8,35.8,1.27,6.38,389.58
27.87,0.1,0.62,94.55,63.81,226.8,30.97,0.98,5.25,335.15
27.64,0.12,0.53,94.51,64.62,181.05,23.81,0.61,3.17,254.08
27.23,0.12,0.44,94.49,66.25,110.92,14.06,0.24,1.2,152.8
26.66,0.11,0.48,94.51,70.44,46.0,5.5,0.03,0.17,53.52
21.8,0.41,1.07,94.78,96.12,46.42,5.83,0.06,0.3,74.55
22.8,0.68,1.02,94.79,93.44,100.67,12.68,0.26,1.27,168.62
24.01,0.97,0.78,94.78,87.75,148.62,19.41,0.54,2.85,259.23
25.01,1.06,0.63,94.75,82.5,251.27,31.85,1.03,5.23,330.45
25.77,1.06,0.54,94.72,78.0,257.5,33.81,1.19,6.05,371.88
26.26,0.99,0.36,94.65,74.88,267.65,34.92,1.23,6.5,381.08
26.5,0.86,0.14,94.6,73.0,270.12,34.48,1.18,5.98,355.7
26.49,0.72,0.18,94.55,72.38,236.75,29.8,0.91,4.77,301.02
26.24,0.57,0.35,94.52,73.44,149.95,18.96,0.47,2.45,223.58
25.91,0.4,0.41,94.5,76.81,72.95,9.37,0.16,0.8,129.92
25.32,0.25,0.4,94.53,78.56,22.05,2.78,0.02,0.1,44.5
21.93,0.12,0.63,94.76,94.5,38.88,5.12,0.05,0.27,74.67
23.13,0.15,0.52,94.79,89.88,93.5,12.19,0.25,1.25,170.08
24.56,0.13,0.26,94.81,82.19,163.38,21.38,0.6,3.23,261.7
26.04,0.13,0.58,94.8,74.44,223.92,29.47,0.98,4.92,333.58
27.05,0.13,0.84,94.75,69.75,250.12,33.18,1.2,6.02,378.23
27.65,0.1,0.92,94.68,66.81,267.95,34.68,1.26,6.5,379.95
27.93,0.09,0.9,94.6,65.19,255.85,33.13,1.15,5.85,356.58
27.98,0.09,0.77,94.55,64.62,215.38,27.55,0.86,4.55,307.1
27.76,0.09,0.63,94.51,64.88,153.2,19.36,0.48,2.5,229.25
27.39,0.08,0.46,94.5,66.94,93.23,11.61,0.2,0.98,138.73
26.79,0.08,0.27,94.53,70.81,32.88,4.09,0.03,0.12,48.88
21.95,0.07,1.51,94.81,94.38,51.55,6.56,0.07,0.33,82.17
23.09,0.12,1.67,94.85,90.44,116.38,15.02,0.3,1.5,180.25
24.39,0.15,1.57,94.84,84.62,170.77,22.41,0.62,3.25,271.65
25.74,0.13,1.37,94.82,77.75,228.58,30.29,0.99,5.02,344.65
26.73,0.09,1.22,94.77,71.81,273.95,36.74,1.3,6.6,389.67
27.41,0.07,1.11,94.72,68.0,285.65,36.57,1.29,6.77,380.73
27.76,0.05,0.97,94.66,66.0,300.85,38.17,1.27,6.65,359.83
27.83,0.04,0.76,94.6,65.25,262.52,32.84,0.97,5.08,306.2
27.68,0.04,0.5,94.57,65.12,189.92,23.0,0.55,2.75,225.08
27.21,0.05,0.34,94.56,66.81,118.15,13.59,0.21,1.05,131.33
26.22,0.04,0.33,94.59,73.62,41.35,4.89,0.03,0.15,45.73
22.15,0.33,1.01,94.85,94.81,43.4,5.52,0.05,0.27,74.25
23.26,0.39,1.01,94.9,90.94,96.58,12.32,0.25,1.25,167.02
24.37,0.46,0.79,94.92,85.62,159.58,20.46,0.57,3.05,256.95
25.41,0.42,0.36,94.91,79.5,213.9,27.59,0.9,4.55,327.67
26.35,0.28,0.21,94.87,73.25,257.58,33.22,1.18,5.95,370.85
27.0,0.18,0.6,94.8,68.88,260.6,33.26,1.2,6.1,375.1
27.28,0.15,0.86,94.73,66.44,215.7,27.99,0.96,4.75,352.33
27.19,0.14,1.1,94.66,65.88,206.33,26.39,0.81,4.3,302.55
26.69,0.13,1.2,94.62,67.44,152.05,19.42,0.49,2.58,228.17
26.15,0.08,1.09,94.61,70.88,91.83,11.39,0.2,0.95,134.2
25.37,0.04,0.76,94.62,77.44,34.4,4.22,0.03,0.12,47.02
22.76,0.01,1.37,94.87,91.25,47.67,5.56,0.05,0.27,73.77
24.23,0.01,1.38,94.89,84.12,114.75,14.08,0.28,1.38,166.7
25.54,0.01,1.05,94.9,77.5,176.98,22.21,0.6,3.15,260.6
26.37,0.01,0.75,94.86,72.75,215.1,27.88,0.9,4.65,335.23
26.98,0.01,0.56,94.79,69.38,270.95,35.43,1.25,6.52,378.12
27.32,0.01,0.52,94.73,67.0,291.58,37.89,1.37,7.25,390.17
27.38,0.01,0.59,94.66,65.62,279.67,35.94,1.24,6.42,367.23
27.31,0.01,0.75,94.6,65.06,239.83,30.44,0.92,4.83,313.62
26.94,0.01,0.96,94.57,66.5,174.65,21.74,0.55,2.8,233.4
26.23,0.01,1.06,94.58,71.12,76.33,10.13,0.18,0.9,139.25
25.29,0.02,0.89,94.6,78.5,17.75,2.39,0.02,0.08,47.7
21.98,0.07,1.23,94.84,94.31,36.85,4.84,0.05,0.25,80.38
22.5,0.06,1.74,94.9,91.5,93.95,12.41,0.26,1.27,178.88
23.19,0.06,1.91,94.92,87.69,158.85,21.14,0.59,3.17,271.6
24.26,0.05,1.56,94.91,80.94,234.67,31.15,1.03,5.2,344.27
25.21,0.04,1.19,94.86,72.94,261.75,34.79,1.26,6.38,387.52
25.89,0.03,0.91,94.77,67.31,234.73,32.22,1.19,6.12,397.38
26.44,0.02,0.75,94.68,63.0,268.27,35.22,1.23,6.17,372.8
26.74,0.01,0.64,94.6,60.75,236.52,30.37,0.93,4.9,313.08
26.65,0.01,0.6,94.54,60.5,174.85,21.77,0.54,2.8,231.12
26.3,0.01,0.64,94.53,63.06,113.98,13.59,0.23,1.12,137.48
25.33,0.01,0.63,94.54,69.81,40.33,4.89,0.03,0.15,47.17
21.79,0.01,1.93,94.8,92.88,40.88,5.21,0.05,0.27,74.33
23.23,0.01,2.49,94.84,84.94,94.52,12.38,0.26,1.27,172.38
27.72,0.01,1.43,94.49,62.56,211.08,26.32,0.65,3.27,252.3
27.06,0.01,1.44,94.46,64.56,133.83,15.65,0.26,1.25,153.48
25.9,0.01,1.17,94.47,72.12,53.23,6.04,0.04,0.17,55.65
20.46,0.04,0.96,94.7,98.31,10.2,1.29,0.01,0.02,10.5
22.04,0.05,1.85,94.74,91.62,60.95,7.05,0.07,0.35,81.58
23.56,0.05,2.25,94.77,84.19,96.4,12.47,0.26,1.27,180.77
25.07,0.08,2.16,94.77,77.0,159.95,21.34,0.61,3.27,275.45
26.33,0.09,1.95,94.75,72.06,200.6,27.23,0.92,4.62,347.4
27.27,0.1,1.74,94.7,68.75,251.75,34.03,1.24,6.3,389.62
27.79,0.1,1.65,94.62,66.69,281.75,37.66,1.4,7.23,399.45
28.28,0.1,1.62,94.53,65.19,270.73,35.97,1.27,6.45,377.12
28.29,0.12,1.55,94.46,64.75,267.75,34.3,1.07,5.62,321.33
27.94,0.1,1.43,94.43,65.69,198.98,24.5,0.61,3.12,240.5
27.13,0.09,1.38,94.45,69.44,136.98,15.76,0.26,1.27,145.27
25.98,0.08,1.11,94.5,77.75,49.08,5.66,0.03,0.17,51.2
21.78,0.48,1.44,94.8,96.0,42.8,5.18,0.05,0.25,67.25
22.5,0.54,1.59,94.84,93.88,108.92,13.36,0.27,1.35,157.83
23.4,0.59,1.76,94.86,90.5,164.2,20.54,0.57,3.02,248.15
24.29,0.63,1.75,94.86,86.06,207.6,26.57,0.86,4.35,319.73
25.02,0.64,1.54,94.83,81.88,264.7,33.45,1.19,6.1,364.9
25.61,0.62,1.29,94.78,78.5,260.3,35.2,1.3,6.75,400.48
25.96,0.59,1.17,94.7,75.81,299.02,39.14,1.38,7.08,378.08
25.84,0.56,1.18,94.66,75.25,257.6,33.28,1.03,5.38,324.05
25.41,0.53,1.26,94.64,77.44,197.17,24.49,0.61,3.12,242.1
24.69,0.56,1.08,94.66,83.88,119.95,14.38,0.24,1.17,144.73
23.66,0.55,1.07,94.69,89.19,43.8,5.28,0.03,0.17,50.48
21.56,0.23,1.24,94.84,96.69,56.02,6.66,0.06,0.3,71.65
22.54,0.15,1.67,94.89,94.12,115.95,13.9,0.27,1.3,167.4
23.67,0.12,1.94,94.92,89.25,143.2,18.34,0.5,2.58,258.48
24.76,0.12,1.9,94.91,82.44,191.1,25.27,0.82,4.12,331.75
25.83,0.11,1.72,94.86,76.06,231.98,30.77,1.09,5.48,377.77
26.5,0.1,1.44,94.78,71.94,186.6,23.12,0.82,4.2,351.05
26.94,0.08,1.22,94.69,69.81,210.88,25.78,0.87,4.3,331.0
27.04,0.08,1.05,94.62,68.5,230.02,27.2,0.8,4.25,279.12
26.79,0.09,0.98,94.57,68.5,160.83,18.78,0.45,2.35,203.0
26.15,0.09,0.99,94.56,72.25,84.12,9.94,0.16,0.8,116.75
25.12,0.09,0.83,94.59,80.25,29.9,3.52,0.02,0.1,40.55
21.98,0.21,1.27,94.85,93.56,25.27,3.24,0.03,0.17,70.3
23.23,0.35,1.4,94.9,89.12,68.2,9.02,0.19,0.92,165.58
24.56,0.42,1.43,94.89,83.31,111.38,14.98,0.43,2.27,260.67
26.03,0.44,1.19,94.84,76.5,199.3,26.36,0.88,4.45,337.02
27.08,0.42,0.94,94.78,70.94,237.05,31.39,1.14,5.8,383.67
27.62,0.37,0.91,94.7,68.19,245.67,32.39,1.2,6.2,391.15
27.76,0.33,0.99,94.62,67.62,231.15,30.66,1.09,5.48,368.73
27.56,0.28,1.07,94.55,68.5,218.92,28.23,0.89,4.7,314.33
26.92,0.22,1.1,94.51,71.75,147.75,19.02,0.49,2.6,234.5
26.13,0.2,1.02,94.53,76.75,94.08,11.75,0.21,1.05,137.55
25.14,0.17,0.74,94.58,83.81,28.45,3.45,0.02,0.12,47.02
21.31,0.14,1.22,94.82,95.31,29.25,3.66,0.04,0.2,63.48
21.84,0.13,1.33,94.88,93.62,73.2,9.21,0.19,0.92,151.23
22.65,0.15,1.43,94.89,90.75,114.25,14.34,0.4,2.12,240.08
23.73,0.2,1.29,94.87,85.94,153.92,19.84,0.66,3.27,313.12
24.94,0.29,1.11,94.8,80.12,184.58,24.03,0.85,4.3,358.23
25.87,0.36,1.07,94.71,75.31,205.42,28.26,1.05,5.42,394.45
26.55,0.38,1.02,94.61,71.94,244.02,31.98,1.12,5.67,370.62
27.04,0.39,0.95,94.52,69.69,199.98,26.31,0.83,4.35,315.83
26.85,0.41,0.99,94.47,70.06,134.88,17.36,0.45,2.35,234.12
26.18,0.47,1.1,94.47,73.38,84.2,10.54,0.19,0.9,136.12
25.14,0.55,0.96,94.51,81.5,28.55,3.56,0.02,0.12,46.58
21.14,0.07,1.56,94.76,95.62,34.88,4.35,0.05,0.23,63.48
21.98,0.05,1.96,94.81,92.81,78.85,9.96,0.21,1.05,152.0
23.01,0.04,2.2,94.83,87.25,118.45,15.24,0.44,2.35,242.75
24.0,0.03,2.27,94.8,81.5,140.48,18.72,0.64,3.2,317.85
24.76,0.02,2.25,94.75,77.56,172.2,22.53,0.82,4.15,359.75
25.47,0.03,2.16,94.67,74.25,208.62,26.54,0.98,5.05,365.2
26.15,0.04,2.02,94.56,71.56,211.8,26.78,0.97,4.83,344.62
26.43,0.03,1.91,94.47,70.19,174.67,22.07,0.7,3.7,291.0
26.2,0.03,1.87,94.41,70.62,139.75,17.3,0.45,2.4,214.12
25.69,0.03,1.74,94.39,72.69,79.2,9.71,0.17,0.85,124.95
24.69,0.03,1.13,94.41,79.75,30.12,3.73,0.03,0.12,44.12
21.82,0.01,1.55,94.77,91.62,50.05,6.05,0.06,0.3,70.3
23.48,0.03,1.75,94.82,83.81,98.02,12.19,0.25,1.25,163.77
25.06,0.03,1.42,94.82,77.06,153.15,19.55,0.56,3.02,254.85
26.19,0.03,0.93,94.77,72.31,200.0,25.66,0.87,4.35,325.8
27.07,0.03,0.59,94.71,68.75,226.88,29.25,1.08,5.48,369.25
27.69,0.03,0.61,94.62,66.62,225.0,28.78,1.08,5.6,374.9
28.01,0.03,0.7,94.54,65.31,241.1,30.78,1.09,5.55,353.98
28.16,0.03,0.77,94.46,64.5,208.38,26.03,0.83,4.38,301.83
27.94,0.03,0.87,94.43,64.94,143.55,17.93,0.47,2.45,224.0
27.28,0.02,0.91,94.43,67.94,81.1,9.92,0.17,0.88,133.52
26.33,0.02,0.69,94.47,75.19,31.83,3.91,0.03,0.12,47.12
22.48,0.03,1.1,94.72,92.44,44.15,5.48,0.06,0.3,76.12
23.62,0.05,1.2,94.79,87.19,104.02,13.34,0.28,1.4,174.38
24.73,0.06,1.14,94.81,82.0,172.8,22.48,0.64,3.45,267.5
25.8,0.07,0.84,94.8,76.88,202.55,27.09,0.94,4.67,343.52
26.88,0.07,0.26,94.74,71.75,244.58,32.52,1.2,6.1,387.1
27.57,0.06,0.29,94.64,68.25,257.33,34.01,1.28,6.67,397.65
27.58,0.05,0.62,94.55,68.31,257.73,33.8,1.21,6.1,373.83
27.4,0.04,0.8,94.47,69.75,221.48,28.77,0.93,4.88,318.88
27.1,0.03,0.8,94.43,71.31,173.02,21.86,0.56,2.92,238.23
26.66,0.03,0.6,94.44,73.81,119.8,14.18,0.24,1.2,142.1
26.09,0.03,0.4,94.48,78.56,44.83,5.34,0.03,0.17,49.48
22.07,0.38,1.22,94.74,94.81,38.7,5.16,0.05,0.25,75.0
23.04,0.46,1.18,94.78,91.75,86.42,11.52,0.23,1.17,176.8
24.51,0.54,0.67,94.78,85.81,138.5,18.65,0.52,2.77,273.85
26.15,0.54,0.22,94.76,78.25,189.3,25.87,0.87,4.33,350.35
27.18,0.53,0.7,94.71,72.25,225.3,31.19,1.13,5.73,396.62
27.93,0.53,0.93,94.63,68.62,254.17,33.26,1.22,6.27,389.75
28.19,0.45,0.95,94.54,67.06,221.23,29.66,1.03,5.23,366.92
28.21,0.33,0.76,94.48,67.12,190.52,25.05,0.78,4.05,312.52
27.96,0.26,0.32,94.45,68.12,179.35,22.17,0.54,2.77,232.1
27.46,0.21,0.24,94.46,70.81,107.05,12.88,0.22,1.05,136.42
26.58,0.16,0.63,94.48,76.62,40.52,4.91,0.03,0.15,45.45
21.95,0.04,1.75,94.71,95.06,17.7,2.17,0.02,0.1,63.1
23.08,0.04,2.2,94.8,90.94,54.8,6.73,0.13,0.65,148.1
24.58,0.05,2.35,94.83,83.94,116.9,14.47,0.39,2.1,233.7
26.08,0.06,2.29,94.78,76.88,220.65,26.13,0.82,4.12,298.45
27.06,0.08,2.18,94.69,72.5,262.27,31.06,1.08,5.48,341.42
27.46,0.1,2.12,94.6,71.0,215.5,26.5,0.94,4.83,352.0
27.58,0.11,2.21,94.53,70.81,174.17,21.77,0.74,3.7,329.77
27.51,0.1,2.38,94.48,71.19,180.8,21.7,0.67,3.48,276.48
26.83,0.08,2.43,94.47,74.69,119.12,14.26,0.35,1.85,198.88
25.78,0.06,2.26,94.49,80.81,75.98,8.95,0.15,0.75,115.23
24.57,0.05,1.9,94.51,87.62,27.0,3.23,0.02,0.1,39.95
21.54,0.11,1.89,94.75,95.44,32.83,3.97,0.04,0.2,55.88
22.44,0.15,2.56,94.82,92.25,76.58,9.1,0.18,0.9,135.08
23.67,0.26,2.7,94.83,86.81,120.33,14.53,0.41,2.15,219.88
25.02,0.5,2.53,94.79,80.56,191.85,22.72,0.73,3.65,287.08
26.09,0.64,2.3,94.73,76.25,182.6,22.69,0.79,4.02,336.75
26.73,0.79,2.19,94.65,73.69,219.02,26.45,0.95,4.92,347.08
26.86,0.83,2.1,94.55,72.69,183.92,22.22,0.77,3.83,317.05
26.49,0.9,1.96,94.49,74.62,144.0,17.58,0.55,2.88,267.23
25.8,0.97,1.79,94.47,78.94,111.88,13.45,0.34,1.77,192.3
24.94,1.03,1.53,94.48,85.31,72.0,8.45,0.15,0.7,107.45
23.99,1.0,1.35,94.51,91.5,22.67,2.66,0.02,0.08,36.2
20.95,0.38,1.61,94.84,96.75,33.67,4.14,0.04,0.23,60.23
21.52,0.65,1.95,94.9,95.75,85.9,10.45,0.21,1.05,146.83
22.17,0.82,2.54,94.91,93.88,154.15,18.99,0.53,2.85,237.8
23.04,0.93,2.87,94.89,90.31,189.58,23.74,0.79,3.9,312.05
23.9,0.87,3.12,94.86,85.94,190.0,24.15,0.85,4.35,357.3
24.5,0.55,3.27,94.81,82.25,165.98,21.46,0.78,4.02,365.4
24.85,0.27,3.37,94.76,79.62,168.3,21.73,0.77,3.88,343.92
24.94,0.24,3.32,94.71,78.38,168.55,21.05,0.66,3.42,285.4
24.63,0.24,3.11,94.68,80.12,110.33,13.77,0.35,1.85,203.73
24.14,0.25,2.8,94.68,82.88,71.35,8.65,0.15,0.75,113.38
23.24,0.21,2.1,94.71,88.56,24.42,2.91,0.02,0.1,38.12
20.65,0.03,1.57,94.95,95.94,30.6,4.13,0.05,0.23,74.42
21.42,0.02,1.97,94.99,92.88,81.05,11.02,0.24,1.2,174.02
24.23,0.01,2.56,94.94,77.0,199.33,27.66,1.03,5.27,390.05
25.09,0.01,2.63,94.87,73.25,186.85,24.93,0.94,4.88,378.88
25.66,0.02,2.64,94.79,71.5,223.85,29.28,1.05,5.33,358.33
25.87,0.05,2.59,94.71,71.0,165.6,21.94,0.72,3.73,304.8
25.65,0.09,2.45,94.67,71.94,140.15,18.32,0.49,2.6,227.25
25.05,0.17,2.12,94.67,74.81,93.38,12.03,0.22,1.1,136.6
23.98,0.16,1.44,94.69,82.44,37.27,4.78,0.03,0.17,49.92
20.92,0.05,1.66,94.9,94.94,45.95,6.07,0.06,0.3,81.85
21.86,0.03,2.09,94.97,91.0,106.23,14.45,0.3,1.48,184.65
23.0,0.02,2.13,95.0,85.75,158.9,22.05,0.63,3.35,283.6
24.46,0.03,2.15,94.97,79.44,207.6,28.94,0.97,4.83,358.45
25.61,0.04,2.04,94.9,74.5,267.8,37.09,1.34,6.83,404.1
26.26,0.07,1.92,94.82,71.94,271.38,36.23,1.32,6.88,399.05
26.57,0.11,1.84,94.73,70.44,279.4,37.12,1.3,6.6,379.38
26.64,0.14,1.83,94.65,69.88,243.5,32.08,1.0,5.2,323.12
26.32,0.19,1.86,94.62,71.38,195.27,24.65,0.61,3.1,242.45
25.48,0.18,1.82,94.63,76.25,136.15,16.12,0.26,1.27,147.65
24.3,0.18,1.42,94.68,84.38,45.42,5.47,0.03,0.17,51.9
20.55,0.09,1.86,94.93,95.75,42.85,5.2,0.05,0.27,60.08
21.44,0.11,2.41,94.99,93.12,109.58,13.11,0.27,1.3,149.8
22.83,0.14,2.78,95.01,87.19,150.35,18.88,0.52,2.77,243.4
24.33,0.2,2.71,94.98,79.75,258.65,31.75,1.04,5.17,318.05
24.99,0.23,2.47,94.9,75.75,283.62,35.14,1.26,6.48,362.58
25.12,0.22,2.31,94.82,74.75,310.1,39.03,1.44,7.6,383.77
25.16,0.22,2.25,94.72,74.56,292.2,37.09,1.28,6.75,357.77
25.09,0.22,2.21,94.64,75.0,279.62,34.36,1.05,5.48,303.45
24.86,0.24,2.15,94.6,76.44,216.15,25.63,0.62,3.17,224.55
24.4,0.27,2.02,94.6,79.5,116.98,13.7,0.23,1.15,130.2
23.43,0.27,1.48,94.63,86.56,40.83,4.93,0.03,0.15,44.73
20.5,0.03,1.71,94.84,94.75,49.15,6.3,0.07,0.33,73.05
21.66,0.02,2.18,94.91,90.56,123.23,15.49,0.32,1.6,169.75
23.05,0.05,2.28,94.93,84.06,158.98,20.48,0.58,3.1,260.88
24.32,0.1,2.24,94.9,78.5,184.73,24.59,0.84,4.15,337.0
25.4,0.14,2.16,94.83,74.5,194.25,26.16,0.97,4.95,381.33
26.12,0.17,2.09,94.75,72.06,198.8,26.7,1.0,5.23,393.0
26.45,0.2,2.0,94.68,70.81,254.15,33.0,1.18,5.98,366.85
26.48,0.2,1.9,94.61,70.62,229.17,28.75,0.92,4.8,308.75
26.19,0.21,1.82,94.58,71.56,181.75,22.2,0.57,3.0,225.73
25.59,0.2,1.72,94.56,74.56,117.55,13.8,0.23,1.17,130.52
24.48,0.17,1.25,94.57,82.5,43.3,5.19,0.03,0.17,45.5
20.87,0.06,1.6,94.81,95.31,55.45,6.55,0.06,0.33,77.27
21.7,0.08,2.15,94.86,92.19,109.85,13.78,0.28,1.4,177.4
22.73,0.13,2.35,94.88,87.31,171.73,22.02,0.61,3.15,271.48
24.04,0.16,2.29,94.86,81.44,210.12,27.8,0.92,4.67,345.98
25.3,0.17,2.19,94.8,76.25,247.33,33.05,1.2,6.17,392.95
26.04,0.17,2.1,94.72,72.81,253.52,34.03,1.27,6.62,404.58
26.28,0.19,2.03,94.63,71.5,247.35,32.62,1.18,5.95,381.08
26.26,0.17,1.98,94.55,71.12,216.35,28.02,0.91,4.67,324.33
26.05,0.19,1.9,94.52,71.94,166.17,21.02,0.55,2.85,239.92
25.44,0.18,1.81,94.51,74.94,124.6,14.75,0.25,1.23,142.5
24.23,0.18,1.39,94.55,82.94,44.02,5.21,0.03,0.17,48.62
20.55,0.15,1.77,94.76,95.44,45.8,5.59,0.05,0.25,69.4
21.62,0.06,2.44,94.81,91.75,79.75,10.24,0.2,1.02,164.45
23.27,0.06,2.65,94.82,84.06,124.05,16.64,0.46,2.45,263.67
24.72,0.09,2.51,94.8,76.94,176.85,24.08,0.79,3.92,343.33
25.76,0.13,2.31,94.75,72.5,224.08,30.47,1.09,5.5,392.6
26.28,0.16,2.17,94.67,70.44,242.1,33.41,1.24,6.45,416.33
26.54,0.18,2.08,94.58,69.31,257.4,35.44,1.25,6.33,395.42
26.51,0.18,2.04,94.52,69.25,204.77,28.29,0.91,4.65,342.42
26.06,0.18,2.03,94.48,71.44,156.6,21.24,0.55,2.88,260.65
25.25,0.18,1.86,94.48,76.19,101.45,13.23,0.23,1.12,157.9
24.15,0.17,1.4,94.51,84.25,40.4,4.91,0.03,0.15,57.17
20.49,0.03,2.01,94.75,93.94,68.52,8.58,0.09,0.45,94.0
21.77,0.02,2.46,94.8,88.19,148.58,19.41,0.41,2.05,205.1
23.52,0.03,2.36,94.82,80.12,223.02,30.02,0.87,4.67,303.6
25.09,0.06,2.16,94.79,73.62,344.02,45.72,1.55,8.08,378.95
26.15,0.06,2.0,94.74,69.94,373.7,50.56,1.88,10.12,424.17
26.83,0.05,1.88,94.66,67.62,354.23,45.97,1.68,9.25,403.5
27.22,0.05,1.8,94.59,66.12,330.42,42.6,1.5,8.0,381.0
27.29,0.04,1.7,94.53,65.31,265.15,33.74,1.08,5.62,323.62
26.98,0.03,1.63,94.51,66.12,179.7,22.57,0.59,3.05,239.2
26.37,0.03,1.54,94.52,68.81,103.05,12.62,0.22,1.1,141.45
25.3,0.03,1.11,94.56,76.56,39.67,4.77,0.03,0.15,48.48
21.0,0.02,1.57,94.86,92.19,49.0,6.16,0.06,0.33,79.58
22.38,0.02,1.69,94.89,85.81,109.7,14.16,0.3,1.48,182.77
24.17,0.03,1.44,94.88,78.25,178.45,23.25,0.67,3.6,281.55
25.79,0.04,1.13,94.84,72.25,193.27,26.17,0.91,4.48,357.73
26.96,0.05,0.89,94.77,67.94,239.88,32.85,1.22,6.25,404.85
27.66,0.08,0.78,94.68,65.44,272.85,37.21,1.41,7.38,417.42
28.01,0.09,0.75,94.59,64.19,236.62,32.82,1.19,6.08,394.92
27.98,0.09,0.79,94.52,63.88,202.65,27.14,0.89,4.6,338.55
27.62,0.08,0.86,94.49,64.31,164.25,21.43,0.56,2.95,255.83
26.98,0.08,0.95,94.49,67.12,79.95,10.66,0.2,0.95,154.98
26.01,0.07,0.85,94.52,74.88,25.52,3.35,0.02,0.12,54.8
21.2,0.03,1.63,94.82,94.75,38.02,5.39,0.05,0.27,99.0
22.33,0.03,2.12,94.88,90.44,99.2,14.11,0.3,1.52,209.33
23.51,0.05,2.11,94.89,84.38,157.05,22.52,0.66,3.55,307.15
24.6,0.08,1.81,94.86,79.38,235.75,33.31,1.16,5.7,380.9
25.44,0.11,1.41,94.81,75.69,290.77,41.05,1.53,7.83,424.77
26.23,0.09,1.07,94.72,72.31,242.8,34.25,1.31,6.85,424.52
26.58,0.08,0.94,94.64,70.5,247.62,34.28,1.25,6.3,399.0
26.55,0.09,0.89,94.58,70.81,185.48,25.91,0.84,4.35,341.38
26.17,0.1,0.94,94.56,72.94,183.42,23.92,0.62,3.27,256.02
25.55,0.1,1.11,94.56,76.88,97.67,12.48,0.22,1.08,153.77
24.47,0.11,0.98,94.61,84.62,43.48,5.15,0.03,0.15,55.48
20.6,0.04,1.39,94.81,95.0,41.85,5.45,0.05,0.27,89.52
21.4,0.05,1.55,94.87,92.38,101.85,13.54,0.28,1.4,196.02
22.37,0.05,1.64,94.88,88.12,160.23,22.03,0.63,3.35,293.77
23.47,0.07,1.69,94.86,83.38,191.15,26.87,0.92,4.55,369.38
24.45,0.1,1.77,94.81,79.62,198.15,28.31,1.05,5.38,414.02
25.12,0.14,1.86,94.72,77.19,230.62,31.77,1.2,6.25,418.05
25.46,0.17,1.94,94.64,76.19,242.73,32.98,1.18,6.02,394.58
25.53,0.17,1.96,94.59,76.19,225.6,30.01,0.95,4.92,339.9
25.19,0.16,1.96,94.57,78.19,175.95,22.73,0.58,2.98,257.33
24.51,0.13,1.83,94.58,82.25,113.2,13.97,0.23,1.15,155.95
23.59,0.12,1.39,94.62,88.62,43.55,5.11,0.03,0.15,55.77
20.75,0.03,1.77,94.91,95.0,45.12,5.77,0.06,0.3,87.73
21.92,0.03,2.55,94.95,90.56,109.27,14.74,0.31,1.58,195.2
23.41,0.06,2.7,94.94,83.06,169.5,22.84,0.66,3.55,294.17
25.17,0.09,2.48,94.92,75.75,186.1,26.28,0.91,4.45,369.3
26.39,0.11,2.18,94.87,70.88,196.92,27.88,1.05,5.4,412.75
26.98,0.13,1.96,94.78,68.69,252.85,36.31,1.41,7.4,438.83
27.15,0.13,1.8,94.69,67.69,260.1,37.19,1.38,6.98,416.88
27.2,0.12,1.66,94.6,67.31,222.42,31.41,1.05,5.4,361.73
26.98,0.11,1.52,94.55,68.0,173.35,23.66,0.63,3.33,277.23
26.39,0.1,1.46,94.53,71.12,131.73,16.41,0.28,1.4,173.55
25.29,0.09,1.18,94.56,78.75,48.5,5.52,0.03,0.17,64.65
20.9,0.04,1.78,94.89,92.19,46.0,5.73,0.06,0.3,79.88
22.37,0.04,1.9,94.93,85.56,104.02,12.78,0.26,1.27,177.38
24.19,0.07,1.82,94.91,78.5,170.2,21.38,0.59,3.02,269.1
25.84,0.11,1.66,94.87,72.5,247.58,31.47,1.05,5.17,344.67
26.99,0.12,1.48,94.81,68.19,181.65,24.26,0.9,4.6,387.98
27.72,0.11,1.41,94.74,65.56,217.75,28.55,1.07,5.62,396.02
28.08,0.11,1.32,94.64,63.5,232.2,29.73,1.06,5.38,370.4
28.13,0.1,1.21,94.57,62.62,215.25,26.91,0.84,4.35,310.9
27.82,0.1,1.12,94.53,63.31,144.05,17.63,0.45,2.33,223.2
27.19,0.09,1.1,94.54,65.56,104.23,11.91,0.2,0.95,119.67
26.04,0.08,0.9,94.58,73.38,37.98,4.51,0.03,0.12,40.8
20.91,0.11,1.52,94.9,94.19,34.55,4.77,0.05,0.25,86.1
