T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
26.96,0.05,0.85,94.52,71.38,94.62,12.48,0.2,1.0,150.15
26.11,0.04,0.81,94.53,78.12,30.27,3.88,0.02,0.1,49.23
21.8,0.04,0.54,94.64,97.75,16.77,2.06,0.01,0.02,17.35
23.07,0.04,0.81,94.67,93.25,50.9,6.84,0.09,0.4,101.12
24.3,0.05,0.69,94.68,87.44,110.88,14.92,0.32,1.62,206.48
25.84,0.06,0.51,94.68,79.88,174.55,24.1,0.7,3.73,299.12
27.19,0.04,0.41,94.65,73.06,266.75,36.41,1.21,6.08,368.42
28.08,0.03,0.29,94.61,68.69,327.15,44.52,1.6,8.15,408.05
28.52,0.02,0.21,94.56,66.0,369.45,49.85,1.79,9.65,417.95
28.76,0.01,0.25,94.49,64.19,314.83,42.82,1.47,7.65,391.92
28.74,0.01,0.28,94.43,63.5,320.8,41.72,1.23,6.42,334.65
28.5,0.02,0.34,94.4,64.06,242.85,30.32,0.7,3.5,250.62
28.04,0.02,0.47,94.39,66.94,144.0,16.83,0.25,1.23,148.77
27.27,0.02,0.52,94.42,72.0,48.88,5.55,0.03,0.12,49.0
22.08,0.02,0.58,94.62,98.25,16.5,2.05,0.01,0.02,17.5
23.26,0.02,1.23,94.66,93.38,55.05,7.06,0.09,0.4,103.33
24.52,0.02,1.4,94.68,87.69,121.75,16.45,0.35,1.75,207.98
25.65,0.02,1.5,94.67,81.81,193.4,26.41,0.75,4.02,301.25
26.71,0.02,1.53,94.62,76.5,268.52,36.71,1.22,6.05,370.48
27.52,0.02,1.46,94.57,72.25,358.83,48.2,1.72,8.73,410.65
28.13,0.03,1.32,94.52,69.25,278.92,37.84,1.35,6.92,398.9
28.3,0.04,1.13,94.47,67.69,308.65,40.16,1.35,6.88,371.48
28.24,0.05,1.01,94.43,67.19,264.05,33.97,0.99,5.2,313.35
27.94,0.08,0.98,94.42,68.38,197.55,24.2,0.55,2.77,229.38
27.24,0.12,1.02,94.44,72.81,118.9,13.82,0.2,1.0,131.92
26.22,0.15,0.96,94.49,80.56,37.85,4.48,0.02,0.1,41.9
21.87,0.65,0.65,94.76,98.38,14.73,1.82,0.01,0.02,15.65
23.03,0.37,1.26,94.82,96.19,56.0,7.23,0.09,0.4,93.4
23.86,0.17,1.3,94.85,93.5,109.73,14.55,0.3,1.52,195.2
24.91,0.07,1.29,94.85,89.12,183.88,24.7,0.7,3.7,288.8
26.01,0.05,1.31,94.82,82.62,235.08,31.79,1.04,5.2,358.65
27.05,0.05,1.36,94.77,75.94,308.55,41.27,1.47,7.4,400.88
27.77,0.05,1.36,94.72,71.38,301.12,40.21,1.42,7.3,399.25
28.08,0.05,1.24,94.66,69.12,294.38,38.91,1.3,6.58,373.1
28.01,0.04,1.09,94.61,68.62,245.42,31.91,0.95,5.0,315.83
27.7,0.04,1.0,94.59,69.62,188.67,23.67,0.55,2.77,232.83
27.13,0.03,1.03,94.59,72.5,114.15,13.64,0.2,1.0,135.73
26.12,0.04,0.88,94.62,80.12,32.62,3.98,0.02,0.1,43.7
21.73,0.07,0.86,94.73,97.69,13.15,1.7,0.01,0.02,16.88
22.48,0.05,1.37,94.76,95.19,64.23,8.33,0.09,0.48,100.23
23.23,0.06,1.52,94.78,93.0,124.75,16.78,0.36,1.83,203.85
24.12,0.07,1.71,94.76,89.5,173.5,24.04,0.7,3.73,297.2
24.92,0.06,1.65,94.72,85.62,221.23,30.61,1.04,5.2,368.5
25.65,0.06,1.48,94.68,81.44,168.83,24.58,0.91,4.55,408.88
26.26,0.06,1.28,94.62,77.62,218.15,32.72,1.23,6.27,430.7
26.33,0.05,1.03,94.56,76.75,166.42,24.68,0.88,4.38,402.17
25.97,0.04,0.92,94.54,78.94,108.45,15.98,0.51,2.73,344.33
25.48,0.03,0.87,94.54,82.12,148.25,21.07,0.54,2.8,259.48
24.96,0.02,0.87,94.55,85.81,108.1,13.99,0.23,1.12,154.35
24.37,0.01,0.71,94.58,90.69,36.17,4.39,0.02,0.12,51.33
26.73,0.01,0.51,94.79,70.5,280.9,38.07,1.3,6.73,369.58
27.53,0.02,0.47,94.73,66.69,348.3,47.44,1.75,9.38,410.42
28.11,0.02,0.49,94.66,64.31,360.77,47.68,1.75,9.55,403.02
28.37,0.03,0.51,94.59,63.0,332.88,43.75,1.52,8.08,375.73
28.47,0.04,0.57,94.52,62.56,289.83,37.03,1.13,6.0,317.17
28.19,0.05,0.65,94.49,63.38,206.85,25.43,0.62,3.1,232.45
27.56,0.05,0.88,94.49,66.25,116.4,13.73,0.22,1.08,133.23
26.44,0.05,0.91,94.53,74.69,33.38,4.07,0.02,0.12,42.02
21.38,0.01,0.58,94.72,97.88,13.0,1.66,0.01,0.02,14.17
22.91,0.01,1.06,94.77,91.12,65.17,7.71,0.09,0.42,85.42
24.39,0.01,1.15,94.8,83.62,123.05,15.33,0.32,1.6,183.85
25.81,0.01,0.92,94.8,76.25,197.58,25.47,0.73,3.88,275.92
26.86,0.01,0.81,94.77,71.19,244.17,32.34,1.09,5.48,346.85
27.55,0.01,1.13,94.72,67.81,308.1,40.72,1.48,7.55,390.88
27.99,0.01,1.5,94.65,65.56,279.5,34.23,1.22,6.33,355.73
28.1,0.01,1.81,94.58,64.5,275.08,33.57,1.12,5.8,330.48
26.9,0.01,2.19,94.5,68.25,175.73,20.19,0.47,2.38,195.73
26.1,0.01,2.12,94.51,70.81,84.62,9.71,0.16,0.75,108.42
25.03,0.01,1.75,94.55,75.38,28.05,3.34,0.02,0.1,34.23
19.44,0.02,0.75,94.78,96.0,10.65,1.41,0.01,0.02,14.73
21.15,0.02,1.27,94.83,88.56,59.6,7.48,0.09,0.42,91.38
23.05,0.02,1.45,94.87,81.62,129.8,16.85,0.36,1.8,192.4
24.79,0.02,1.24,94.87,75.62,206.65,27.14,0.77,4.15,285.2
26.69,0.02,0.78,94.84,69.62,256.17,34.15,1.16,5.77,355.3
28.03,0.02,0.59,94.78,65.38,285.55,38.47,1.4,7.08,396.52
28.9,0.01,0.53,94.71,61.62,268.0,33.03,1.16,6.0,355.5
29.42,0.01,0.46,94.62,58.62,246.8,30.59,1.03,5.12,338.17
29.65,0.01,0.35,94.55,56.94,222.48,27.06,0.79,4.2,279.25
29.51,0.01,0.27,94.51,56.56,186.33,21.78,0.5,2.52,202.52
29.06,0.01,0.2,94.49,58.0,106.1,12.04,0.18,0.9,113.05
27.97,0.01,0.13,94.51,64.69,33.83,4.05,0.02,0.1,36.15
21.27,0.01,0.8,94.75,98.19,11.67,1.49,0.01,0.02,14.8
23.01,0.02,1.33,94.82,90.19,56.42,7.0,0.09,0.4,91.75
24.71,0.02,1.28,94.88,81.88,108.27,14.39,0.31,1.58,192.85
26.3,0.02,0.84,94.89,74.94,158.7,21.62,0.64,3.48,288.73
27.55,0.02,0.35,94.86,69.31,227.42,31.08,1.06,5.35,359.17
28.64,0.01,0.3,94.8,64.75,265.77,36.08,1.34,6.8,399.85
29.42,0.01,0.44,94.73,61.25,298.27,40.19,1.48,7.75,402.67
29.88,0.01,0.47,94.65,58.81,302.85,40.32,1.39,7.35,377.58
29.34,0.01,0.4,94.54,57.62,130.08,15.07,0.23,1.15,138.73
21.68,0.01,0.81,94.8,99.12,13.73,1.77,0.01,0.02,14.65
23.5,0.01,1.47,94.85,90.31,67.33,8.29,0.09,0.48,91.5
25.23,0.02,1.38,94.87,81.44,138.52,17.33,0.37,1.83,190.45
26.82,0.02,1.01,94.86,73.06,210.1,27.1,0.77,4.12,279.88
28.01,0.02,0.74,94.82,67.19,261.48,34.27,1.16,5.95,349.55
28.91,0.02,0.62,94.77,63.0,295.65,39.74,1.44,7.62,390.52
29.55,0.02,0.51,94.7,60.0,304.4,41.04,1.52,8.02,400.15
29.92,0.02,0.37,94.62,57.94,305.5,40.4,1.43,7.3,377.38
30.05,0.01,0.23,94.55,56.5,262.67,34.51,1.09,6.0,324.9
29.89,0.02,0.16,94.51,56.12,170.05,22.36,0.56,2.9,245.6
29.34,0.01,0.26,94.5,57.75,89.83,11.83,0.2,1.0,148.6
28.43,0.01,0.36,94.52,64.06,30.08,3.85,0.02,0.12,50.92
22.53,0.06,0.31,94.79,95.25,12.42,1.59,0.01,0.02,14.73
23.33,0.08,0.09,94.85,92.62,53.33,6.84,0.09,0.4,90.2
24.66,0.07,0.3,94.87,84.75,113.88,14.88,0.33,1.62,188.1
25.68,0.05,0.59,94.87,77.38,178.83,23.77,0.7,3.75,281.42
26.65,0.04,0.49,94.82,72.12,263.23,35.02,1.2,6.02,350.95
27.58,0.04,0.21,94.75,67.44,323.85,42.42,1.57,7.98,391.7
28.18,0.04,0.16,94.67,64.38,329.25,42.38,1.58,8.12,390.35
28.65,0.03,0.35,94.59,62.06,290.98,38.04,1.33,6.8,363.12
28.76,0.03,0.52,94.52,61.38,271.5,34.21,1.05,5.6,307.23
28.5,0.03,0.68,94.48,62.38,208.52,25.26,0.6,3.05,226.88
27.83,0.03,0.75,94.48,66.19,129.8,14.91,0.23,1.15,132.75
27.02,0.03,0.73,94.5,71.69,42.62,5.0,0.03,0.15,44.2
21.69,0.06,0.85,94.72,98.12,13.23,1.67,0.01,0.02,14.42
22.94,0.07,1.49,94.76,93.0,65.95,8.12,0.09,0.45,89.65
24.17,0.1,1.63,94.78,88.06,123.6,15.94,0.34,1.67,188.4
25.72,0.1,1.61,94.79,80.94,208.23,27.23,0.77,4.15,282.9
26.98,0.07,1.46,94.76,74.38,262.52,34.99,1.16,5.92,352.2
27.89,0.05,1.29,94.72,69.69,332.42,44.27,1.59,8.25,392.9
28.45,0.03,1.14,94.66,66.62,332.1,42.42,1.49,8.05,377.27
28.64,0.03,1.06,94.59,64.88,311.8,39.84,1.34,7.02,355.35
28.63,0.03,0.98,94.53,64.19,278.6,34.55,1.03,5.5,301.12
28.27,0.05,0.95,94.5,64.81,189.42,23.09,0.55,2.77,221.15
27.65,0.07,0.94,94.49,67.31,119.65,13.88,0.21,1.05,130.02
26.58,0.08,0.79,94.51,74.81,39.5,4.74,0.02,0.12,43.0
21.41,0.12,1.18,94.7,97.69,12.38,1.59,0.01,0.02,14.6
22.66,0.14,2.01,94.76,93.75,47.67,6.29,0.08,0.38,91.27
24.05,0.15,2.46,94.8,88.38,110.83,14.82,0.33,1.62,192.02
25.6,0.18,2.27,94.82,80.88,168.1,22.87,0.68,3.67,285.9
27.02,0.24,1.91,94.79,74.19,243.45,33.17,1.13,5.75,355.55
27.88,0.27,1.52,94.73,70.06,302.12,40.74,1.51,7.8,396.9
28.36,0.33,1.19,94.65,67.56,315.65,42.43,1.58,8.38,403.12
28.73,0.35,1.03,94.57,66.0,296.67,39.66,1.41,7.25,378.48
28.73,0.35,1.06,94.5,66.0,284.73,36.73,1.13,6.02,322.65
28.31,0.3,1.18,94.47,67.94,192.55,24.3,0.6,3.08,240.67
27.57,0.27,1.25,94.47,72.0,116.8,13.95,0.23,1.12,142.83
26.37,0.28,1.13,94.5,80.56,39.42,4.73,0.03,0.15,48.55
21.26,0.07,0.97,94.73,97.69,10.9,1.42,0.01,0.02,14.9
22.14,0.09,1.6,94.77,94.81,46.27,6.38,0.08,0.4,94.5
23.12,0.11,1.96,94.81,91.56,97.33,13.32,0.3,1.5,198.08
24.29,0.15,2.04,94.81,86.69,151.88,21.22,0.63,3.45,290.88
25.45,0.22,1.97,94.78,81.0,170.35,24.32,0.86,4.3,360.7
26.44,0.28,1.83,94.73,76.5,217.15,30.66,1.16,5.83,400.8
26.93,0.31,1.63,94.67,74.0,252.6,35.03,1.32,6.77,405.92
27.17,0.36,1.5,94.61,72.75,258.17,34.58,1.24,6.15,375.62
27.14,0.4,1.44,94.56,72.94,230.25,30.16,0.96,5.25,315.95
26.63,0.49,1.45,94.54,75.88,180.85,22.62,0.58,3.05,229.8
25.69,0.46,1.26,94.54,83.12,99.4,12.3,0.21,1.05,130.27
24.6,0.35,1.13,94.58,89.88,26.62,3.39,0.02,0.1,41.35
22.19,0.35,1.84,94.78,96.12,52.7,6.59,0.08,0.38,82.92
23.26,0.47,2.43,94.8,93.5,107.58,14.13,0.3,1.5,179.73
24.44,0.53,2.77,94.81,88.56,167.5,22.15,0.63,3.38,272.58
25.59,0.56,2.81,94.78,82.5,222.9,29.94,0.99,4.98,343.6
26.4,0.46,2.75,94.73,77.88,220.6,30.39,1.09,5.5,386.0
26.88,0.36,2.66,94.67,75.31,261.48,34.41,1.25,6.35,387.7
27.05,0.31,2.59,94.6,74.12,275.83,35.54,1.23,6.1,363.17
26.76,0.21,2.47,94.55,75.0,197.33,26.03,0.8,4.25,306.9
26.14,0.16,2.33,94.52,78.44,137.33,17.67,0.44,2.23,223.33
25.46,0.1,2.24,94.52,83.19,61.25,8.03,0.13,0.67,130.08
24.52,0.05,2.04,94.56,88.56,15.42,2.01,0.02,0.05,42.77
19.73,1.26,2.14,94.93,94.5,27.92,3.47,0.04,0.17,75.27
20.42,1.72,2.63,94.98,92.38,79.88,10.3,0.21,1.05,168.42
21.32,1.77,2.86,95.0,89.62,128.92,17.31,0.48,2.52,265.38
22.42,1.46,2.99,94.98,85.31,177.02,24.04,0.78,3.92,339.27
23.59,1.05,3.07,94.9,80.38,194.25,26.38,0.92,4.6,381.73
24.34,0.74,3.06,94.82,76.94,186.08,25.36,0.91,4.58,391.9
24.67,0.68,3.0,94.75,75.44,117.65,16.45,0.58,2.88,367.4
24.62,0.78,2.89,94.68,75.5,110.05,15.29,0.48,2.55,311.48
24.26,1.02,2.74,94.63,76.94,84.95,11.58,0.28,1.48,229.9
23.62,1.14,2.43,94.63,80.88,51.2,6.95,0.12,0.58,133.42
22.58,1.05,1.73,94.65,88.19,16.95,2.24,0.02,0.08,44.35
19.54,0.13,0.89,94.9,97.94,9.33,1.18,0.01,0.02,13.1
20.2,0.15,1.5,94.95,96.06,47.52,6.02,0.06,0.33,82.15
20.89,0.15,1.86,94.99,94.44,103.9,13.52,0.28,1.4,179.08
21.72,0.13,2.06,94.99,91.31,172.73,22.46,0.62,3.3,270.17
22.55,0.13,2.12,94.96,87.12,244.27,31.84,1.03,5.17,340.65
23.15,0.22,2.05,94.92,83.31,289.42,37.59,1.31,6.62,380.08
23.35,0.44,1.9,94.87,81.5,296.05,38.26,1.35,6.9,384.3
23.34,0.66,1.82,94.8,82.06,261.62,33.56,1.12,5.62,351.2
23.33,0.79,1.78,94.74,83.19,213.02,27.07,0.8,4.3,296.4
23.18,0.83,1.78,94.7,85.06,157.77,19.57,0.47,2.4,214.6
23.02,0.82,1.76,94.69,87.62,107.4,12.63,0.2,0.95,119.73
22.55,0.73,1.48,94.7,91.38,38.2,4.59,0.02,0.12,40.4
19.3,0.08,0.72,94.89,98.38,11.02,1.39,0.01,0.02,13.23
20.47,0.08,1.38,94.96,95.31,59.65,7.44,0.08,0.4,84.12
21.56,0.06,1.64,95.0,91.31,133.35,16.88,0.34,1.7,180.33
22.98,0.08,1.73,95.03,85.06,196.8,25.45,0.7,3.73,271.05
24.44,0.09,1.72,95.01,77.62,260.33,33.95,1.09,5.55,338.98
25.46,0.09,1.69,94.96,72.44,295.0,38.7,1.34,6.9,379.8
26.13,0.1,1.68,94.9,69.62,272.38,34.51,1.2,6.17,365.45
26.46,0.11,1.7,94.83,68.19,224.3,28.91,0.95,4.88,341.0
26.46,0.1,1.72,94.76,67.88,217.55,26.91,0.79,4.17,285.95
26.24,0.13,1.72,94.72,68.19,156.67,18.94,0.45,2.27,207.98
25.67,0.12,1.64,94.73,70.19,102.42,11.78,0.18,0.88,116.98
24.56,0.13,1.17,94.75,78.06,34.45,4.14,0.02,0.1,38.2
20.02,0.07,0.85,94.94,98.44,11.45,1.43,0.01,0.02,11.8
21.18,0.08,1.55,94.98,95.12,49.55,6.02,0.06,0.33,76.92
22.33,0.04,1.74,95.0,90.94,106.9,12.94,0.26,1.27,170.8
23.8,0.05,1.65,94.98,84.44,161.23,20.7,0.56,3.0,262.45
25.34,0.06,1.55,94.93,76.81,200.0,26.13,0.84,4.25,333.12
26.4,0.08,1.47,94.86,71.75,269.85,34.74,1.22,6.15,374.85
27.04,0.1,1.47,94.77,69.38,288.83,36.98,1.32,6.73,383.9
27.29,0.11,1.48,94.69,68.12,273.9,35.02,1.19,5.9,359.65
27.36,0.11,1.46,94.64,67.69,254.73,31.85,0.95,5.1,303.58
27.06,0.11,1.37,94.62,68.0,179.88,22.04,0.52,2.7,218.92
26.43,0.18,1.28,94.62,70.75,108.17,12.72,0.2,0.98,124.7
25.32,0.15,0.96,94.64,78.94,37.62,4.51,0.02,0.12,40.65
20.67,0.33,1.1,94.77,98.12,10.95,1.41,0.01,0.02,13.3
21.6,0.34,1.81,94.81,95.88,57.92,7.39,0.09,0.42,86.88
22.48,0.58,2.12,94.86,93.12,128.77,16.74,0.35,1.77,186.4
23.58,1.09,2.03,94.87,88.81,187.05,24.73,0.71,3.85,278.17
24.57,1.42,1.84,94.83,83.81,257.77,34.23,1.13,5.85,346.3
25.28,1.66,1.77,94.77,79.81,315.58,41.62,1.49,7.88,387.2
25.33,1.74,1.63,94.69,77.94,312.15,42.32,1.57,8.27,408.1
25.01,1.94,1.58,94.63,79.25,244.4,34.09,1.22,6.1,383.27
24.54,2.08,1.51,94.59,82.0,137.5,18.85,0.57,3.08,328.45
23.98,2.27,1.35,94.56,85.44,119.35,17.05,0.47,2.45,247.23
23.41,2.22,1.0,94.56,89.69,73.58,10.16,0.19,0.92,148.33
22.79,1.75,0.73,94.58,92.69,15.48,2.11,0.02,0.08,51.83
20.11,0.12,0.69,94.73,98.12,10.08,1.34,0.01,0.02,14.38
21.18,0.12,1.13,94.79,95.31,44.55,5.89,0.07,0.33,95.25
22.11,0.08,1.21,94.83,91.81,105.62,14.48,0.31,1.55,199.48
23.4,0.05,1.12,94.86,85.94,145.33,20.41,0.59,3.17,293.62
24.91,0.07,1.06,94.83,78.0,251.77,34.55,1.17,5.95,365.23
26.0,0.13,1.08,94.78,72.69,304.5,41.95,1.54,7.83,408.02
26.46,0.19,1.12,94.69,70.31,306.7,42.41,1.59,8.17,418.02
26.54,0.28,1.16,94.61,69.81,286.73,39.34,1.39,7.2,394.55
26.45,0.34,1.16,94.55,69.88,269.95,36.15,1.13,6.0,339.55
26.21,0.39,1.11,94.5,70.88,178.62,23.8,0.6,3.12,257.42
25.75,0.35,0.84,94.49,74.25,105.0,13.53,0.23,1.12,156.45
25.22,0.32,0.61,94.51,77.44,36.2,4.52,0.03,0.15,55.05
20.47,0.2,0.62,94.65,98.5,12.08,1.54,0.01,0.02,14.12
21.37,0.17,1.17,94.7,96.56,60.6,7.73,0.09,0.42,94.45
22.13,0.16,1.31,94.72,94.88,119.15,15.34,0.32,1.58,195.75
22.91,0.16,1.42,94.72,91.75,200.62,26.87,0.76,3.98,289.0
23.71,0.15,1.37,94.7,87.69,272.12,36.38,1.21,6.2,359.23
24.51,0.15,1.32,94.65,83.12,306.8,41.3,1.48,7.73,400.3
25.28,0.19,1.28,94.58,79.06,292.5,40.41,1.5,7.77,417.58
25.67,0.22,1.22,94.51,76.44,293.92,40.3,1.43,7.25,393.75
25.89,0.17,1.21,94.43,74.81,234.77,32.29,1.02,5.42,339.05
25.78,0.15,1.23,94.39,74.75,189.02,24.97,0.62,3.23,257.67
25.25,0.11,1.17,94.39,77.94,129.55,15.77,0.26,1.25,157.25
24.38,0.1,0.9,94.42,84.0,49.12,5.64,0.03,0.15,56.08
20.42,0.05,0.84,94.63,98.38,13.9,1.75,0.01,0.02,15.67
21.41,0.04,1.44,94.67,95.88,60.05,7.81,0.09,0.42,105.25
22.47,0.05,1.73,94.7,92.88,134.25,18.15,0.38,1.88,212.48
23.56,0.05,1.84,94.71,88.19,203.45,28.09,0.8,4.25,305.88
24.72,0.06,1.67,94.68,82.0,246.6,34.91,1.17,5.92,376.33
25.51,0.04,1.41,94.64,77.44,289.23,41.24,1.5,7.58,417.02
25.95,0.05,1.18,94.57,74.69,264.73,37.25,1.37,7.0,418.75
26.18,0.06,1.07,94.51,73.12,277.12,38.23,1.33,6.73,394.08
26.17,0.07,1.05,94.45,72.88,248.7,33.67,1.04,5.5,338.52
26.06,0.1,1.09,94.41,73.81,183.38,24.22,0.59,3.05,256.88
25.64,0.1,1.11,94.42,76.25,101.6,13.29,0.22,1.1,157.35
24.82,0.11,0.89,94.45,82.38,33.15,4.41,0.03,0.12,55.77
21.63,0.09,1.91,94.67,95.06,50.62,6.69,0.07,0.35,92.3
22.75,0.13,2.3,94.7,91.38,112.48,15.15,0.3,1.52,195.67
24.02,0.18,2.3,94.7,85.69,186.7,25.6,0.72,3.8,292.98
25.12,0.21,2.16,94.67,80.56,245.65,33.73,1.12,5.62,364.62
25.93,0.24,2.03,94.61,76.88,298.75,41.03,1.45,7.35,405.25
26.49,0.24,1.9,94.55,74.12,275.38,39.15,1.42,7.27,421.88
26.61,0.24,1.73,94.48,72.81,276.1,38.57,1.34,6.65,397.75
26.42,0.23,1.67,94.43,73.0,260.4,35.38,1.09,5.77,342.23
25.86,0.24,1.64,94.39,76.12,178.98,23.92,0.59,3.08,259.65
25.21,0.24,1.5,94.4,81.06,94.02,12.45,0.2,1.0,157.42
24.4,0.2,1.06,94.43,87.62,33.85,4.23,0.02,0.12,55.88
20.57,0.06,1.15,94.69,97.62,12.5,1.59,0.01,0.02,13.83
21.4,0.05,1.75,94.74,95.19,84.7,9.84,0.09,0.48,95.05
22.19,0.06,2.05,94.77,92.31,169.58,21.02,0.41,2.0,198.88
23.05,0.08,2.14,94.79,87.81,243.73,31.65,0.84,4.35,292.58
23.83,0.06,1.95,94.76,83.19,267.38,36.48,1.18,6.02,363.45
24.66,0.05,1.69,94.72,78.5,303.95,41.81,1.48,7.52,405.48
25.37,0.06,1.38,94.66,74.31,325.52,45.22,1.65,8.55,423.42
25.73,0.06,1.24,94.59,72.31,327.88,44.85,1.55,8.02,399.95
25.65,0.06,1.23,94.54,72.56,297.38,39.68,1.21,6.33,345.98
25.33,0.08,1.31,94.5,74.44,193.08,25.64,0.63,3.23,264.77
24.78,0.07,1.3,94.5,77.75,134.55,16.48,0.26,1.27,163.83
23.98,0.07,1.0,94.52,83.94,51.65,5.88,0.03,0.15,59.65
20.34,0.13,0.72,94.57,97.94,10.83,1.39,0.01,0.02,13.17
21.45,0.13,1.36,94.64,93.81,45.25,5.74,0.06,0.3,91.6
22.53,0.14,1.54,94.68,89.5,100.65,13.04,0.27,1.3,194.25
23.87,0.16,1.43,94.69,83.94,149.9,20.72,0.58,3.02,287.38
25.29,0.18,1.13,94.66,78.06,237.52,32.12,1.05,5.35,356.83
26.31,0.22,0.8,94.59,73.25,269.15,36.73,1.31,6.65,398.58
26.97,0.25,0.76,94.5,69.94,257.3,35.55,1.29,6.55,409.35
27.27,0.25,0.97,94.41,68.31,267.67,36.15,1.25,6.27,384.52
27.2,0.22,1.35,94.35,68.56,204.38,28.02,0.87,4.6,331.98
26.51,0.21,1.63,94.33,71.62,145.12,19.67,0.49,2.55,251.38
25.58,0.22,1.71,94.35,76.69,74.95,9.85,0.16,0.8,153.83
24.3,0.23,1.4,94.4,84.62,28.1,3.72,0.02,0.1,54.77
20.26,0.55,1.22,94.46,97.88,8.08,1.1,0.01,0.02,13.75
21.03,0.25,1.65,94.51,96.25,39.85,5.54,0.06,0.3,95.85
21.98,0.13,2.38,94.54,93.81,92.02,12.88,0.27,1.35,198.92
23.11,0.08,2.75,94.55,88.88,148.77,21.17,0.6,3.2,291.52
24.26,0.06,2.82,94.54,82.56,156.92,22.96,0.79,3.98,362.4
25.37,0.05,2.76,94.5,76.31,183.75,26.79,0.99,4.98,403.8
26.0,0.05,2.67,94.44,72.62,236.3,33.1,1.2,6.1,406.2
26.07,0.08,2.6,94.36,72.62,217.95,30.34,1.06,5.27,383.77
25.75,0.13,2.55,94.3,74.88,207.3,28.27,0.88,4.67,329.33
25.08,0.17,2.4,94.27,78.81,155.23,20.85,0.53,2.75,248.9
24.33,0.19,2.07,94.28,83.88,98.73,12.8,0.22,1.05,151.42
23.34,0.2,1.44,94.31,90.19,32.5,4.09,0.02,0.12,53.4
20.83,0.17,1.09,94.67,96.31,34.88,4.45,0.05,0.23,87.08
21.58,0.14,1.18,94.73,93.06,89.12,12.07,0.25,1.25,186.85
22.56,0.14,1.28,94.75,88.81,151.17,20.58,0.59,3.1,279.25
23.73,0.12,1.37,94.73,83.06,224.38,30.42,1.0,5.08,351.2
24.78,0.09,1.37,94.67,77.5,218.05,30.08,1.09,5.42,392.65
25.37,0.08,1.3,94.58,74.06,202.2,25.86,0.91,4.65,360.12
25.6,0.06,1.26,94.49,72.31,181.7,23.24,0.79,3.92,338.48
25.54,0.06,1.28,94.43,71.94,134.4,17.4,0.53,2.8,284.75
25.23,0.07,1.35,94.38,73.25,96.23,12.07,0.3,1.55,207.7
24.57,0.09,1.4,94.37,77.31,70.38,8.46,0.14,0.67,119.17
23.65,0.09,1.15,94.4,84.5,23.85,2.95,0.02,0.1,40.65
20.21,0.4,0.85,94.6,98.12,9.52,1.16,0.01,0.02,10.6
21.2,0.25,1.41,94.66,95.69,52.2,6.42,0.07,0.35,72.98
22.08,0.12,1.7,94.71,92.31,106.77,13.3,0.27,1.35,165.52
23.14,0.07,1.71,94.73,86.94,163.65,20.85,0.58,3.12,257.05
24.4,0.08,1.67,94.69,80.25,231.95,29.57,0.98,4.95,328.42
25.19,0.11,1.57,94.63,75.56,245.9,32.21,1.16,5.8,371.5
25.58,0.1,1.45,94.55,73.38,283.48,36.58,1.34,6.9,386.67
25.74,0.08,1.42,94.48,72.44,265.9,34.62,1.2,6.05,361.67
25.75,0.07,1.49,94.42,72.44,223.92,28.35,0.88,4.67,307.52
25.58,0.06,1.57,94.38,73.5,166.7,20.8,0.52,2.65,227.7
25.05,0.07,1.61,94.38,76.38,100.67,12.28,0.21,1.02,134.12
24.0,0.07,1.31,94.41,83.31,33.52,4.09,0.03,0.12,45.62
21.53,0.03,1.23,94.62,94.38,42.65,5.64,0.06,0.3,85.6
22.58,0.05,1.43,94.67,89.5,100.83,13.57,0.28,1.42,187.4
23.65,0.06,1.47,94.68,83.69,167.6,22.54,0.64,3.42,282.05
24.65,0.07,1.32,94.65,78.25,235.52,32.02,1.06,5.38,354.45
25.37,0.07,1.02,94.6,74.44,244.1,33.83,1.23,6.17,397.0
25.94,0.08,0.7,94.53,71.81,258.38,35.16,1.29,6.58,401.27
26.35,0.1,0.51,94.47,70.38,244.17,33.02,1.16,5.75,377.05
26.4,0.11,0.5,94.41,70.31,237.38,31.3,0.97,5.15,319.92
26.12,0.11,0.58,94.39,71.81,185.23,23.15,0.56,2.88,237.75
25.63,0.08,0.67,94.4,74.88,114.55,13.83,0.23,1.12,142.98
24.9,0.08,0.65,94.44,80.94,41.52,5.09,0.03,0.15,49.4
21.86,0.14,0.72,94.68,94.88,49.88,6.21,0.06,0.33,82.83
22.9,0.16,0.71,94.74,91.06,123.7,15.98,0.33,1.62,181.85
24.0,0.19,0.69,94.76,85.5,198.23,25.96,0.73,3.9,274.08
25.02,0.19,0.81,94.74,80.0,221.05,30.0,1.0,5.08,345.23
25.83,0.18,0.97,94.69,75.5,279.45,37.26,1.34,6.8,388.98
26.42,0.18,1.03,94.62,72.38,318.85,45.04,1.7,8.7,430.42
26.74,0.15,0.94,94.55,70.69,303.95,42.97,1.54,7.75,407.02
26.85,0.11,0.76,94.48,69.69,290.88,39.56,1.25,6.6,353.52
26.73,0.11,0.63,94.44,69.5,216.42,28.52,0.72,3.7,273.02
26.49,0.11,0.41,94.43,71.12,143.35,17.43,0.29,1.42,172.77
